text,author
little evelyn endeavoured draw clara away play italians tale arrested crept near lustrous eyes fixed speaker,Mary Wollstonecraft
either watching crowd park occupied painful reflection silent ryland stood embrasure window adrian paced hall revolving new overpowering idea suddenly stopped said long expected could reason expect island exempt universal visitation,Mary Wollstonecraft
devil take protectorship say expose danger fainthearted man cried adrian indignantly countrymen put trust betray betray said ryland plague betrays,Mary Wollstonecraft
nothing melancholy merrymeeting thus turned sorrow gala dresses decorations gay might otherwise receive solemn funereal appearance,Mary Wollstonecraft
change painful lighter causes weighed intolerable heaviness knowledge earths desolator last even archfiend lightly overleaped boundaries precautions raised enthroned full beating heart country,Mary Wollstonecraft
younger part gathered round ask advice friends london anxious beyond rest ascertain present extent disease metropolis,Mary Wollstonecraft
told exceedingly deaths yet occasioned pestilence gave hopes last visited calamity might lost venomous power reached us,Mary Wollstonecraft
plague shall find us ready prey dispute every inch ground methodical inflexible laws pile invincible barriers progress foe,Mary Wollstonecraft
remember cleanliness sobriety even goodhumour benevolence best medicines little could add general exhortation plague though london among us,Mary Wollstonecraft
part prevailed lord protector consented return london weeks time things arranged occasion less consternation departure,Mary Wollstonecraft
sadness former first heard plague london vanished energy purpose informed body strength solemn joy enthusiasm selfdevotion illuminated countenance weakness physical nature seemed pass cloud humanity ancient fable divine lover semele,Mary Wollstonecraft
cannot intrigue work tortuous path labyrinth mens vices passions bring patience sympathy aid art affords bed disease raise earth miserable orphan awaken new hopes shut heart mourner,Mary Wollstonecraft
enchain plague limits set term misery would occasion courage forbearance watchfulness forces bring towards great work,Mary Wollstonecraft
save one mighty spirits deadly shaft ward disease one smiling cottages shall lived vain strange ambition,Mary Wollstonecraft
appeared given contemplation averse excitement lowly student man visions afford worthy theme like lark break day arising sullen earth sings hymns heavens gate,Mary Wollstonecraft
might heap high scale logic courage resignation let one fear idris children enter opposite one overweighed kicked beam,Mary Wollstonecraft
wept ruin boundless continents east desolation western world fancied little channel island rest earth preserve us alive among dead,Mary Wollstonecraft
eye easily discerns sister land united little path runs looks map trodden footway high grass,Mary Wollstonecraft
yet small interval save us sea rise wall adamant without disease misery within shelter evil nook garden paradise particle celestial soil evil could invade truly wise generation imagine things,Mary Wollstonecraft
sea late defence seems prison bound hemmed gulphs shall die like famished inhabitants besieged town,Mary Wollstonecraft
would walk barefoot world find uninfected spot would build home wavetossed plank drifted barren shoreless ocean,Mary Wollstonecraft
would seek mountain eagles eirie live years suspended inaccessible recess seabounding cliff labour great scheme wild promised life,Mary Wollstonecraft
better sort houses shut busy trade town palsied air anxiety among passengers met looked wonderingly carriage first seen pass towards london since pestilence sat high places possessed busy streets,Mary Wollstonecraft
knew fear melancholy forebodings powerful assistants disease desponding brooding care rendered physical nature man peculiarly susceptible infection,Mary Wollstonecraft
carriages grass sprung high streets houses desolate look shutters closed ghast frightened stare persons met different usual businesslike demeanour londoners,Mary Wollstonecraft
solitary carriage attracted notice rattled along towards protectoral palace fashionable streets leading wore still dreary deserted appearance,Mary Wollstonecraft
consisted people middling lower classes society whose means subsistence failed cessation trade busy spirit moneymaking branches peculiar country,Mary Wollstonecraft
others whose trade beneficial city possessed refuge provided advice better avoiding epidemic relieving overloaded families supplying gaps made others death,Mary Wollstonecraft
youth royally sprung bred luxury nature averse usual struggles public life time danger period live utmost scope ambitious beloved heroic adrian made sweet simplicity offer sacrifice public good,Mary Wollstonecraft
idea generous noble beyond unpretending manner entire want assumption virtue rendered act ten times touching,Mary Wollstonecraft
although deserts post london may greatest service north england receiving assisting travellers contributing supply metropolis food,Mary Wollstonecraft
awaken entreat sense duty adrian left afterwards learnt upon daily task visiting hospitals inspecting crowded parts london,Mary Wollstonecraft
